survey_date,district,gvh,health_facility,sanitation_observed,sanitation_type,pit_cover_or_seal,sanitation_near_water,sanitation_distance,has_privacy,has_security,has_roof,shared_sanitation,child_faeces_disposal,child_faeces_disposal_other,usual_defecation_place,faeces_seen_in_village,faeces_around_house,handwash_near_sanitation,handwash_has_water,handwash_has_soap,handwash_in_use,mhm_materials_used,mhm_cleaned,mhm_cleaning_method,mhm_drying_method,mhm_disposal_place,has_bathroom,bathing_has_water,bathing_water_source,bathroom_has_soap,bathroom_in_use,bathroom_has_privacy,bathroom_has_security
7/2/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (with slab),Yes,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/11/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,Yes,Yes,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/3/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,Yes,Yes,No,In a toilet/latrine,NA,NA,No,No,No,Yes,Yes,Yes,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/3/2019,Dowa,Chisepo 2,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water only,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Chisepo 2 ,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,Yes,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/11/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,Yes,No,No,Outside buried ,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/3/2019,Dowa,Chisepo 2,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/11/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,No,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Chisepo 2,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Leaves,NA,NA,NA,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Chisepo 2,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,Yes,Yes,Yes,Yes,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,No,No,No,Yes,Outside buried ,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/2/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (with slab),Yes,Yes,Less than 10 paces,Yes,Yes,Yes,No,In a toilet/latrine,NA,NA,No,No,Yes,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Simwila,Kayembe Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside unburied ,NA,Bush,No,No,No,No,No,Yes,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/2/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (with slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/5/2019,Dowa,Kamanga,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,More than 30 paces,No,Yes,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (with slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/2/2019,Dowa,Chizanga,Chisepo Health Centre,Yes,Pit latrine (with slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/1/2019,Dowa,Mphamba,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/1/2019,Dowa,Mphamba,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/1/2019,Dowa,Mphamba,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/1/2019,Dowa,Mphamba,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Chimphwemphwa,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,No,Yes,No
7/3/2019,Dowa,Chisepo2,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water only,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Makanga,Kayembe Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,In a toilet/latrine,NA,Share latrine with neighbours,Yes,No,No,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Unprotected spring/surface water/dug well,Yes,Yes,Yes,No
7/1/2019,Dowa,Mphamba,Chisepo Health Centre,Yes,Pit latrine (with slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/2/2019,Dowa,Mwaza,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,More than 30 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,No,No,No
7/3/2019,Dowa,Chimphwemphwa,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,Yes,Yes,No,No,In a toilet/latrine,NA,NA,Yes,Yes,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,No,NA,NA
7/2/2019,Dowa,Mbalani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 20 and 30 paces,No,No,No,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,No,NA,NA,NA,NA,NA,NA
7/2/2019,Dowa,Kamakhula,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,In a toilet/latrine,NA,Bush,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 20 and 30 paces,No,No,Yes,No,Outside unburied ,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,Yes,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Borehole,Yes,Yes,No,No
7/4/2019,Dowa,Simwila,Kayembe Health Centre,Yes,Pit latrine (without concrete slab),Yes,Yes,Between 20 and 30 paces,Yes,Yes,Yes,No,In a toilet/latrine,NA,NA,No,No,Yes,Yes,No,Yes,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside unburied ,NA,Share latrine with neighbours,Yes,Yes,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,No,NA,NA,NA,NA,NA,NA
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,No,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Unprotected spring/surface water/dug well,Yes,Yes,No,No
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,No,No,Yes,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/2/2019,Dowa,Yelesani,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,Yes,No,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/2/2019,Dowa,Mwaza,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside buried ,NA,Share latrine with neighbours,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,No,NA,NA,NA,NA,NA,NA
7/2/2019,Dowa,Kamakhula,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside buried ,NA,Bush,Yes,Yes,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/2/2019,Dowa,Sandulizeni,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Mndomo,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,In a toilet/latrine,NA,Share latrine with neighbours,No,No,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,No,NA,NA,NA,NA,NA,NA
7/2/2019,Dowa,Kawese,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Piped Supply,Yes,Yes,Yes,No
7/3/2019,Dowa,Kawese,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,No,No,Yes,Yes,Outside buried ,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/3/2019,Dowa,Kambala mayola,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,Outside buried,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Kambala,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,Yes,No,No,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,No,NA,NA,NA,NA,NA,NA
7/4/2019,Dowa,Kapuma,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,No,No,No,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,Yes,Yes,No
7/4/2019,Dowa,Kapuma,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,No,No,No,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,Yes,Yes,No
7/4/2019,Dowa,Chitsuka,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,Yes,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,Yes,Yes,No
7/1/2019,Dowa,Sandulizeni,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,No,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,No,NA,NA,NA,NA,NA,NA
7/2/2019,Dowa,Sicho,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,NA,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,Yes,No,No
7/2/2019,Dowa,Sicho,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Disposable (tampons or pads),NA,NA,NA,Outside buried,Yes,Yes,Borehole,No,Yes,Yes,No
7/2/2019,Dowa,Sicho,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,Yes,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Kadyathudza,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,No,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/2/2019,Dowa,Sicho,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,No,Yes,No,No
7/2/2019,Dowa,Kadyathudza,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,More than 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,Yes
7/2/2019,Dowa,Kadyathudza,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside buried ,NA,Share latrine with neighbours,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Kadyathudza,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/2/2019,Dowa,Nchonondo,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,No,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Nchonombo,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Nchonondo,Chisepo Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Don't know/refuse to answer,NA,Share latrine with neighbours,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/3/2019,Dowa,Nchonondo,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),Yes,No,Less than 10 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/3/2019,Dowa,Kantchentche,Chisepo Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Less than 10 paces,Yes,No,No,No,Outside unburied ,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),Yes,Yes,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,No,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,No,NA,NA,NA,NA,NA,NA,NA,NA,In a toilet/latrine,NA,Share latrine with neighbours,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water only,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,No,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,Yes,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water only,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,No,NA,NA,NA,NA,NA,NA,NA,NA,In a toilet/latrine,NA,Share latrine with neighbours,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Out in the open air,NA,Yes,Yes,Borehole,Yes,Yes,No,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),Yes,Yes,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Disposable (tampons or pads),NA,NA,NA,In the toiler/latrine,Yes,Yes,Borehole,Yes,Yes,Yes,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),Yes,Yes,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
6/27/2019,Dowa,Mtsilo,Mponela Rural Hospital,Yes,Pit latrine (with slab),Yes,No,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water only,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,Yes,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza Village, GVH Mnthuzi ",Dzoole Health Centre,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,No,NA,NA,NA,NA,NA,NA
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza Village, GVH Mnthuzi ",Dzoole Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 20 and 30 paces,Yes,Yes,Yes,Yes,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 20 and 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza  Village, GVH  Mnthuzi",Dzoole Health Centre,Yes,Pit latrine (without concrete slab),No,Yes,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,No,Outside buried ,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza village, GVH Mnthuzi",Dzoole Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,No,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Less than 10 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza village, GVH mthunzi ",Dzoole Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside unburied ,NA,Share latrine with neighbours,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,Yes,More than 30 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza village, Gvh Mnthuzi ",Dzoole Health Centre,No,NA,NA,NA,NA,NA,NA,NA,NA,Outside unburied ,NA,Share latrine with neighbours,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,No,No
7/4/2019,Dowa,Msopa,Mponela Rural Hospital,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,Yes,No,Yes,No,In a toilet/latrine,NA,NA,Yes,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,No
7/13/2019,Dowa,"Chibweza village, GVH Mnthuzi ",Dzoole Health Centre,Yes,Pit latrine (without concrete slab),No,No,Between 10 and 20 paces,No,No,Yes,No,In a toilet/latrine,NA,NA,No,No,No,No,No,No,Reusable cloth or rags,Yes,Water and soap,Somewhere inside,NA,Yes,Yes,Borehole,Yes,Yes,Yes,Yes
